time,timestamp,x,y,participant_id
18.9905820999993,2025-03-30T20:45:21.916569,451,72,0
19.495261100004427,2025-03-30T20:45:22.425248,586,101,0
19.683633500011638,2025-03-30T20:45:22.607106,610,111,0
19.87049510003999,2025-03-30T20:45:22.796162,721,126,0
20.06681850005407,2025-03-30T20:45:22.996688,813,94,0
20.27945010003168,2025-03-30T20:45:23.205142,699,134,0
20.476779100019485,2025-03-30T20:45:23.405351,532,174,0
20.65697240002919,2025-03-30T20:45:23.586536,430,139,0
20.839445500052534,2025-03-30T20:45:23.768470,306,116,0
21.038709999993443,2025-03-30T20:45:23.968266,298,92,0
21.238374699954875,2025-03-30T20:45:24.167379,394,85,0
21.42114979994949,2025-03-30T20:45:24.345192,510,104,0
21.624994299956597,2025-03-30T20:45:24.555048,632,122,0
21.808566499967128,2025-03-30T20:45:24.735045,640,121,0
22.00130999996327,2025-03-30T20:45:24.929975,472,146,0
22.209015600034036,2025-03-30T20:45:25.135173,305,128,0
22.39889289997518,2025-03-30T20:45:25.326949,245,136,0
22.573030399973504,2025-03-30T20:45:25.502671,357,105,0
